ID;id_season;family;category;fabric;color_rgb;length_type;silhouette_type;waist_type;neck_lapel_type;sleeve_length_type;heel_shape_type;toecap_type;woven_structure;knit_structure;print_type;archetype;moment;phase_in;phase_out;life_cycle_length;num_stores;num_sizes;has_plus_sizes;price;Production;weekly_demand
155;89;T-shirt;Tops;CIRCULAR;0,0,0;Standard;Straight;;Boat;Long;;;Light;;Sin Estampado;;TIME OFF;19/8/2024;24/11/2024;14;1046;9;TRUE;9.99;112536;69692
156;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Evase;;Wrap collar;Long;;;Light;;Sin Estampado;Casual Chic;FORMAL EVENT;26/2/2024;7/4/2024;6;92;5;FALSE;59.99;3814;1123
157;87;Shorts;Bottoms;JEANS;45,57,78;Short;Slim;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;26/6/2023;17/9/2023;12;569;8;FALSE;22.99;42478;23349
158;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;224,198,198;Midi;Straight;;Low cut;Short;;;Light;;Flores;Authentic;FORMAL EVENT;13/3/2023;23/4/2023;6;373;5;FALSE;69.99;14222;5788
159;88;Tops;Tops;TRICOT;245,244,238;Standard;Slim;;Low cut;Short;;;;Fine point;Sin Estampado;Authentic;TIME OFF;15/4/2024;9/6/2024;8;144;5;FALSE;25.99;6707;1067
161;86;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;V-Neck;Long;;;;Midpoint;Sin Estampado;Lady;CASUAL EVENT;3/4/2023;14/5/2023;6;29;3;FALSE;49.99;482;237
162;87;T-shirt;Tops;CIRCULAR;0,0,0;Crop;Slim;;Rounded Neck;Long;;;Light;;Sin Estampado;Authentic;TIME OFF;7/8/2023;29/10/2023;12;23;5;FALSE;15.99;2398;248
163;88;Trousers;Bottoms;WOVEN;178,211,178;Long;;;;;;;Light;;Sin Estampado;;FORMAL WORK;26/2/2024;5/5/2024;10;821;8;FALSE;39.99;23753;13757
164;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,237,193;Long;Evase;;Halter;Fine Strap;;;Light;;Sin Estampado;Lady;FORMAL EVENT;10/4/2023;4/6/2023;8;300;5;FALSE;59.99;14314;7645
165;87;Sweater;Tops;TRICOT;81,77,50;Standard;Slim;;Close-fitting;Long;;;;Fine point;Sin Estampado;Ideal;CASUAL WORK;28/8/2023;24/9/2023;4;84;7;FALSE;19.99;4161;660
166;88;Jackets;Outerwear;WOVEN;0,0,0;Medium;Oversize;;Shirt-style collar;Long;;;Medium;;Sin Estampado;Ideal;CASUAL WORK;12/2/2024;21/4/2024;10;597;5;FALSE;59.99;14229;9414
167;87;Dresses;Dresses, jumpsuits and Complete set;TRICOT;255,215,0;Midi;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;Lady;TIME OFF;6/11/2023;31/12/2023;8;202;5;FALSE;49.99;7547;1177
168;87;Trousers;Bottoms;WOVEN;133,65,142;Long;Straight;Adjustable / Rubber;;;;;Medium;;Sin Estampado;Ideal;FORMAL WORK;24/7/2023;29/10/2023;14;1153;7;FALSE;39.99;30136;19315
169;87;Trousers;Bottoms;TRICOT;0,0,0;Standard;Straight;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;Casual Chic;TIME OFF;4/9/2023;26/11/2023;12;125;5;FALSE;22.99;3663;3386
170;86;T-shirt;Tops;CIRCULAR;243,242,238;Standard;Regular;;Rounded Neck;Short;;;Light;;Sin Estampado;Authentic;TIME OFF;27/3/2023;21/5/2023;8;437;7;FALSE;12.99;32877;18997
171;89;Jeans;Bottoms;JEANS;29,80,144;Standard;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;8/7/2024;1/9/2024;8;157;7;FALSE;35.99;10687;2313
172;89;Tops;Tops;TRICOT;56,62,57;Standard;Slim;;Turtle neck;Sleeveless;;;;Midpoint;Sin Estampado;;CASUAL WORK;4/11/2024;29/12/2024;8;457;4;FALSE;29.99;12114;3926
173;86;Shirt;Tops;WOVEN;217,54,28;Long;Oversize;;Shirt-style collar;Long;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;13/3/2023;7/5/2023;8;211;3;FALSE;35.99;10468;935
174;89;Tops;Tops;CIRCULAR;0,0,0;Standard;Slim;;Boat;Short;;;Light;;Sin Estampado;Lady;CASUAL EVENT;14/10/2024;8/12/2024;8;1036;7;FALSE;17.99;46695;5945
175;86;Cardigans;Tops;TRICOT;29,80,144;Standard;Slim;;V-Neck;Long;;;;Fine point;Sin Estampado;;CASUAL WORK;10/4/2023;4/6/2023;8;407;7;FALSE;25.99;15440;5397
176;88;Blazers;Outerwear;WOVEN;186,186,186;Standard;;;Flap;Long;;;Medium;;Sin Estampado;;FORMAL WORK;25/3/2024;2/6/2024;10;704;11;TRUE;69.99;23097;5015
177;86;Trousers;Bottoms;WOVEN;229,53,129;;;Adjustable / Rubber;;;;;Light;;Sin Estampado;Lady;FORMAL WORK;27/2/2023;7/5/2023;10;769;7;FALSE;29.99;35928;25730
178;89;Coats;Outerwear;LEATHER;0,0,0;;;;;;;;;;Sin Estampado;Wow;TIME OFF;28/10/2024;22/12/2024;8;32;4;FALSE;699.99;347;184
179;87;Skirts;Bottoms;WOVEN;229,53,129;Short;Straight;Low Waist;;;;;Medium;;Sin Estampado;Lady;FORMAL WORK;14/8/2023;8/10/2023;8;335;7;FALSE;29.99;10496;1482
180;88;Tops;Tops;CIRCULAR;0,0,0;Crop;Straight;;;;;;;;Sin Estampado;Lady;TIME OFF;29/4/2024;23/6/2024;8;1170;7;FALSE;22.99;48470;39069
181;89;Trousers;Bottoms;WOVEN;145,145,144;Standard;Flared / Flare;Regular Waist;;;;;Medium;;Sin Estampado;Authentic;FORMAL WORK;18/11/2024;26/1/2025;10;325;6;FALSE;35.99;12533;1493
183;89;Jeans;Bottoms;JEANS;243,242,238;Ankle brace;Culotte;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;29/7/2024;20/10/2024;12;845;8;FALSE;29.99;74440;22178
184;86;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;255,255,255;Long;Straight;;Asymmetric;Three quarters;;;Medium;;Sin Estampado;;CASUAL EVENT;2/1/2023;26/3/2023;12;170;5;FALSE;49.99;4523;1784
187;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Long;Evase;;Halter;Fine Strap;;;Light;;Sin Estampado;Casual Chic;CASUAL WORK;20/11/2023;11/2/2024;12;101;5;FALSE;39.99;7088;2006
188;86;Shirt;Tops;WOVEN;79,132,84;Standard;Regular;;Shirt-style collar;Long;;;Light;;Flores;Casual Chic;CASUAL WORK;24/4/2023;4/6/2023;6;734;5;FALSE;29.99;30414;20355
189;88;Blazers;Outerwear;WOVEN;81,77,50;Standard;Straight;;Flap;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;15/1/2024;7/4/2024;12;1164;11;FALSE;59.99;53320;18323
191;86;Trousers;Bottoms;WOVEN;29,80,144;Long;Palazzo;High Waist;;;;;Light;;Lunares/Topos;Lady;FORMAL EVENT;13/3/2023;23/4/2023;6;498;12;TRUE;39.99;28871;8088
192;87;Shorts;Bottoms;JEANS;233,227,214;Short;Paperbag;High Waist;;;;;Medium;;Sin Estampado;;TIME OFF;1/5/2023;20/8/2023;16;915;7;FALSE;25.99;63173;50689
194;86;Tops;Tops;CIRCULAR;193,163,124;Standard;Straight;;Rounded Neck;Fine Strap;;;Medium;;Sin Estampado;;FORMAL EVENT;20/2/2023;14/5/2023;12;103;5;FALSE;35.99;2157;1271
195;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Slim;;Close-fitting;Wide Strap;;;Light;;Sin Estampado;Authentic;TIME OFF;22/5/2023;30/7/2023;10;144;3;FALSE;19.99;9446;1852
198;86;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;54,31,18;Midi;Straight;;;;;;;;Sin Estampado;Casual Chic;TIME OFF;1/5/2023;25/6/2023;8;567;7;FALSE;25.99;39524;25660
200;89;Skirts;Bottoms;JEANS;63,102,137;Long;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;19/8/2024;13/10/2024;8;295;5;FALSE;35.99;15480;2234
201;89;Trousers;Bottoms;JEANS;129,105,81;Standard;Flared / Flare;Regular Waist;;;;;Medium;;Sin Estampado;Ideal;TIME OFF;21/10/2024;15/12/2024;8;175;6;FALSE;35.99;2915;1863
202;88;Vest;Outerwear;CIRCULAR;233,227,214;Crop;Straight;;V-Neck;;;;Light;;Sin Estampado;Authentic;FORMAL WORK;13/5/2024;23/6/2024;6;349;5;FALSE;22.99;12952;10043
203;88;Skirts;Bottoms;WOVEN;245,237,193;Asymmetric;Evase;Low Waist;;;;;Medium;;Sin Estampado;;TIME OFF;6/5/2024;30/6/2024;8;123;1;FALSE;22.99;2449;1126
204;87;Tops;Tops;WOVEN;0,0,0;Standard;Slim;;V-Neck;Fine Strap;;;Light;;Sin Estampado;Lady;TIME OFF;5/6/2023;30/7/2023;8;440;4;FALSE;27.99;19844;6901
206;87;Cardigans;Tops;TRICOT;49,47,72;Standard;Straight;;V-Neck;Long;;;;Thick point;Sin Estampado;Lady;CASUAL EVENT;30/10/2023;24/12/2023;8;672;7;FALSE;39.99;17439;10776
207;86;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;189,22,62;Short;Evase;;V-Neck;Long;;;Medium;;Sin Estampado;;CASUAL EVENT;5/12/2022;26/2/2023;12;153;5;FALSE;35.99;5955;1014
208;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;233,227,214;Short;Evase;;Low cut;Fine Strap;;;Light;;Geométric;;TIME OFF;29/5/2023;9/7/2023;6;405;7;FALSE;27.99;20027;13967
209;89;Jackets;Outerwear;WOVEN;233,227,214;Standard;Straight;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;CASUAL WORK;5/8/2024;13/10/2024;10;405;7;FALSE;69.99;17608;9106
210;89;Trousers;Bottoms;WOVEN;49,47,72;Long;Jogger;Adjustable / Rubber;;;;;;;Sin Estampado;;CASUAL WORK;12/8/2024;3/11/2024;12;1140;5;FALSE;35.99;52331;30015
211;87;Shirt;Tops;WOVEN;233,227,214;Standard;Straight;;Turtle neck;Long;;;Light;;Sin Estampado;;TIME OFF;16/10/2023;10/12/2023;8;173;4;FALSE;39.99;5392;1576
212;89;Tops;Tops;CIRCULAR;154,120,79;Standard;Straight;;Turtle neck;Sleeveless;;;Light;;Sin Estampado;Wow;TIME OFF;16/9/2024;10/11/2024;8;41;3;FALSE;17.99;401;319
214;87;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;133,65,142;Short;Straight;;V-Neck;Long;;;Medium;;Sin Estampado;Expert;CASUAL EVENT;6/11/2023;31/12/2023;8;1183;11;FALSE;29.99;43820;25035
215;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;245,237,193;Short;Slim;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;;CASUAL WORK;14/11/2022;19/3/2023;18;144;5;FALSE;29.99;8589;1545
216;88;Shirt;Tops;WOVEN;233,227,214;Standard;Straight;;Wrap collar;Long;;;Light;;Flores;;FORMAL WORK;8/4/2024;19/5/2024;6;1093;11;TRUE;29.99;40126;12057
218;89;T-shirt;Tops;CIRCULAR;243,242,238;Standard;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;Authentic;TIME OFF;3/6/2024;28/7/2024;8;591;7;FALSE;15.99;29500;8845
219;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;185,223,220;Long;Straight;;Low cut;Fine Strap;;;Light;;Hawaiana;;TIME OFF;22/5/2023;16/7/2023;8;58;3;FALSE;39.99;2597;312
220;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;189,22,62;Midi;;;Low cut;Long;;;Light;;Lunares/Topos;;FORMAL WORK;29/1/2024;10/3/2024;6;424;5;FALSE;49.99;14697;3701
222;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Long;Evase;;Low cut;Fine Strap;;;;;Otros Estampados;;FORMAL WORK;29/7/2024;8/9/2024;6;719;7;FALSE;49.99;24397;17750
223;88;T-shirt;Tops;CIRCULAR;102,102,102;Standard;Straight;;Rounded Neck;Short;;;Light;;Sin Estampado;Lady;TIME OFF;1/4/2024;9/6/2024;10;860;7;FALSE;12.99;51393;10730
224;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;79,132,84;Long;Evase;;Shirt-style collar;Long;;;Light;;Rayas;Wow;FORMAL WORK;6/3/2023;16/4/2023;6;703;7;FALSE;45.99;25028;4986
225;89;Blazers;Outerwear;WOVEN;24,38,60;Standard;Regular;;Flap;Long;;;;;Sin Estampado;;FORMAL WORK;26/8/2024;3/11/2024;10;840;7;FALSE;49.99;18388;3128
226;89;Skirts;Bottoms;WOVEN;129,105,81;Midi;Straight;Regular Waist;;;;;Light;;Figurativo;;FORMAL WORK;12/8/2024;6/10/2024;8;927;7;FALSE;29.99;37283;7005
227;88;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;81,77,50;Midi;Slim;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;Ideal;TIME OFF;15/4/2024;23/6/2024;10;573;7;TRUE;19.99;34520;11621
228;87;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Rounded Neck;Long;;;;Thick point;Sin Estampado;Lady;TIME OFF;6/11/2023;31/12/2023;8;1075;7;FALSE;39.99;23792;17807
229;89;Cardigans;Tops;TRICOT;233,227,214;Short;Straight;;Close-fitting;Short;;;;Midpoint;Sin Estampado;;CASUAL WORK;23/9/2024;17/11/2024;8;717;11;TRUE;35.99;25947;3457
230;88;Sweater;Tops;TRICOT;233,227,214;Standard;Straight;;Pole;Long;;;;Fine point;Sin Estampado;Authentic;CASUAL WORK;12/2/2024;7/4/2024;8;647;7;FALSE;29.99;26926;7113
231;89;Jackets;Outerwear;TRICOT;189,22,62;Standard;Straight;;Close-fitting;Long;;;;Midpoint;Sin Estampado;;CASUAL WORK;30/9/2024;24/11/2024;8;818;5;FALSE;39.99;23151;11335
232;87;Shirt;Tops;WOVEN;0,0,0;Standard;Straight;;Turtle neck;Long;;;Light;;Otros Estampados;;FORMAL WORK;7/8/2023;1/10/2023;8;662;11;FALSE;29.99;35111;7084
233;87;Trousers;Bottoms;WOVEN;102,102,102;Long;Slim;Regular Waist;;;;;Medium;;Sin Estampado;;FORMAL WORK;25/9/2023;3/12/2023;10;577;11;FALSE;35.99;19242;12161
234;89;Tops;Tops;TRICOT;0,0,0;Standard;Slim;;Word honor;;;;;Thick point;Sin Estampado;;CASUAL EVENT;11/11/2024;8/12/2024;4;146;3;FALSE;29.99;4479;622
235;86;Sweater;Tops;TRICOT;216,112,96;Standard;Straight;;Perkins;Long;;;;Midpoint;Sin Estampado;;TIME OFF;28/11/2022;22/1/2023;8;472;7;FALSE;29.99;18510;7854
237;86;Jackets;Outerwear;WOVEN;0,0,0;Standard;Straight;;;;;;;;Sin Estampado;Lady;FORMAL WORK;5/12/2022;15/1/2023;6;306;7;FALSE;69.99;8541;3253
238;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Long;Oversize;;Asymmetric;Sleeveless;;;;;Sin Estampado;;FORMAL EVENT;2/10/2023;12/11/2023;6;109;7;FALSE;59.99;4539;2219
239;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;197,213,99;Short;;;Off Shoulder;Long;;;Light;;Sin Estampado;Authentic;FORMAL WORK;13/3/2023;7/5/2023;8;984;7;FALSE;45.99;38601;8844
241;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Long;Evase;;Turtle neck;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL WORK;16/1/2023;7/5/2023;16;694;7;FALSE;45.99;27298;10713
242;88;Sweatshirts;Tops;CIRCULAR;49,47,72;;;;;;;;;;Sin Estampado;Lady;TIME OFF;8/4/2024;5/5/2024;4;21;3;FALSE;45.99;351;188
244;87;T-shirt;Tops;CIRCULAR;186,186,186;;;;;;;;;;Sin Estampado;Ideal;TIME OFF;7/8/2023;1/10/2023;8;459;5;FALSE;15.99;22754;5905
245;87;Dresses;Dresses, jumpsuits and Complete set;WOVEN;155,124,83;Short;Slim;;Close-fitting;Long;;;Light;;Otros Estampados;;CASUAL WORK;25/9/2023;5/11/2023;6;142;5;FALSE;45.99;6641;377
246;89;Tops;Tops;CIRCULAR;225,204,175;Standard;Straight;;Rounded Neck;Sleeveless;;;Light;;Sin Estampado;;TIME OFF;10/6/2024;4/8/2024;8;502;7;FALSE;12.99;30692;22185
247;86;Coats;Outerwear;WOVEN;156,116,71;Medium;Straight;;Flap;Long;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;24/10/2022;15/1/2023;12;936;11;TRUE;99.99;44665;20297
248;87;T-shirt;Tops;CIRCULAR;234,229,225;Standard;Regular;;Rounded Neck;Short;;;Light;;Sin Estampado;Authentic;TIME OFF;11/9/2023;5/11/2023;8;288;5;FALSE;15.99;14722;4935
249;88;Skirts;Bottoms;TRICOT;0,0,0;Midi;Slim;Adjustable / Rubber;;;;;;Fine point;Sin Estampado;Authentic;TIME OFF;20/11/2023;28/1/2024;10;70;5;FALSE;29.99;4173;1164
250;87;Sweater;Tops;TRICOT;79,132,84;Standard;Oversize;;Perkins;Long;;;;Thick point;Sin Estampado;Authentic;TIME OFF;29/5/2023;20/8/2023;12;78;7;FALSE;29.99;15178;2847
251;87;Shirt;Tops;WOVEN;29,80,144;Standard;Regular;;Shirt-style collar;Sleeveless;;;Light;;Hawaiana;;CASUAL WORK;29/5/2023;23/7/2023;8;972;7;FALSE;22.99;43150;21980
252;89;Jumpsuit;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Straight;;Boat;Sleeveless;;;Light;;Sin Estampado;Lady;CASUAL EVENT;26/8/2024;20/10/2024;8;528;5;FALSE;45.99;17075;7863
253;87;Shirt;Tops;WOVEN;0,0,0;Standard;Evase;;V-Neck;Sleeveless;;;Light;;Sin Estampado;Lady;CASUAL WORK;10/7/2023;3/9/2023;8;716;11;FALSE;25.99;27898;11657
254;89;Dresses;Dresses, jumpsuits and Complete set;TRICOT;141,173,212;Midi;Evase;;V-Neck;Wide Strap;;;;Fine point;Sin Estampado;;CASUAL WORK;20/5/2024;11/8/2024;12;1151;7;FALSE;29.99;31221;20851
255;86;Coats;Outerwear;WOVEN;156,116,71;Medium;Slim;;Flap;Long;;;Heavy;;Sin Estampado;Lady;FORMAL WORK;5/12/2022;26/2/2023;12;901;11;TRUE;75.99;34571;19410
256;89;Jackets;Outerwear;WOVEN;129,105,81;Long;Oversize;;Shirt-style collar;Long;;;Heavy;;Sin Estampado;Casual Chic;TIME OFF;7/10/2024;29/12/2024;12;622;7;FALSE;89.99;28929;14606
257;88;Tops;Tops;TRICOT;49,47,72;Standard;Straight;;Close-fitting;Wide Strap;;;;Midpoint;Sin Estampado;Authentic;TIME OFF;25/3/2024;19/5/2024;8;845;6;FALSE;22.99;27716;16387
258;89;Shorts;Bottoms;WOVEN;233,227,214;;Straight;Regular Waist;;;;;;;Sin Estampado;Casual Chic;CASUAL WORK;8/7/2024;27/10/2024;16;111;5;FALSE;25.99;3848;803
261;89;Sweater;Tops;TRICOT;229,53,129;Standard;Straight;;Perkins;Long;;;;Fine point;Sin Estampado;Expert;CASUAL WORK;7/10/2024;1/12/2024;8;445;6;TRUE;29.99;17522;11153
262;87;T-shirt;Tops;CIRCULAR;189,22,62;Standard;Slim;;Rounded Neck;Short;;;Light;;Sin Estampado;Authentic;TIME OFF;24/7/2023;12/11/2023;16;139;6;FALSE;7.99;49136;4558
263;89;Jackets;Outerwear;TRICOT;49,47,72;Standard;Straight;;Rounded Neck;Long;;;Light;Midpoint;Sin Estampado;;CASUAL WORK;2/9/2024;27/10/2024;8;952;5;FALSE;39.99;32061;14778
265;88;Coats;Outerwear;WOVEN;255,166,156;Standard;;;Close-fitting;;;;Light;;Sin Estampado;Expert;CASUAL EVENT;26/2/2024;21/4/2024;8;59;1;FALSE;39.99;2331;297
266;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Slim;;Shirt-style collar;Short;;;Medium;;Sin Estampado;;FORMAL WORK;26/8/2024;20/10/2024;8;940;11;TRUE;29.99;33522;13039
267;86;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;243,242,238;Long;Slim;;;Sleeveless;;;Medium;;Sin Estampado;;FORMAL EVENT;6/3/2023;28/5/2023;12;97;5;FALSE;49.99;2657;646
268;89;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Long;Straight;;V-Neck;Short;;;Light;;Sin Estampado;Authentic;TIME OFF;23/9/2024;1/12/2024;10;128;5;FALSE;39.99;5056;539
269;87;Sweatshirts;Tops;CIRCULAR;225,204,175;Standard;Regular;;Rounded Neck;Long;;;Medium;;Sin Estampado;Casual Chic;TIME OFF;7/8/2023;29/10/2023;12;1178;7;FALSE;25.99;78794;40508
270;87;Blazers;Outerwear;WOVEN;156,116,71;Standard;Straight;;Flap;Long;;;Medium;;Sin Estampado;Lady;FORMAL WORK;7/8/2023;12/11/2023;14;836;11;FALSE;59.99;40042;15852
271;86;Shirt;Tops;WOVEN;141,173,212;;Regular;;;;;;;;Rayas;Authentic;CASUAL WORK;24/4/2023;18/6/2023;8;858;11;TRUE;22.99;32146;9856
272;86;Dresses;Dresses, jumpsuits and Complete set;TRICOT;30,40,101;Long;Evase;;V-Neck;Sleeveless;;;;Fine point;Sin Estampado;;CASUAL WORK;17/4/2023;11/6/2023;8;429;6;FALSE;29.99;16515;9419
273;88;Swimwear;Accesories, Swim and Intimate;CIRCULAR;147,135,125;;;;;;;;;;Sin Estampado;Expert;TIME OFF;1/4/2024;7/7/2024;14;104;4;FALSE;19.99;5686;3385
274;89;Jackets;Outerwear;JEANS;245,244,238;Standard;Slim;;Shirt-style collar;Long;;;Medium;;Sin Estampado;;TIME OFF;3/6/2024;25/8/2024;12;1065;11;TRUE;29.99;54987;24451
277;88;Tops;Tops;TRICOT;30,40,101;Standard;Slim;;Rounded Neck;Sleeveless;;;;Fine point;Sin Estampado;;CASUAL WORK;8/4/2024;2/6/2024;8;1076;7;FALSE;19.99;43454;15058
279;88;Shirt;Tops;WOVEN;64,84,114;Standard;Oversize;;Shirt-style collar;Long;;;Light;;Milrayas;;FORMAL WORK;19/2/2024;14/4/2024;8;634;5;FALSE;35.99;21406;3549
280;86;Trousers;Bottoms;CIRCULAR;81,77,50;Standard;;Adjustable / Rubber;;;;;Light;;Sin Estampado;;TIME OFF;10/4/2023;4/6/2023;8;196;7;FALSE;29.99;11910;1523
281;86;Tops;Tops;CIRCULAR;178,211,178;Standard;Slim;;Rounded Neck;Fine Strap;;;Light;;Sin Estampado;Casual Chic;TIME OFF;27/2/2023;23/4/2023;8;493;7;FALSE;15.99;20129;3272
282;86;Dresses;Dresses, jumpsuits and Complete set;CIRCULAR;0,0,0;Short;Straight;;Rounded Neck;Long;;;Light;;Flores;;CASUAL WORK;30/1/2023;26/3/2023;8;308;7;FALSE;19.99;17075;3335
283;86;Shirt;Tops;WOVEN;229,53,129;;;;Draped;Sleeveless;;;Light;;Sin Estampado;Lady;FORMAL EVENT;13/3/2023;23/4/2023;6;572;5;FALSE;25.99;21628;7796
286;86;Trousers;Bottoms;WOVEN;0,0,0;;;;;;;;;;Sin Estampado;Lady;FORMAL WORK;16/1/2023;9/4/2023;12;906;8;FALSE;29.99;35382;15321
287;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;255,215,0;Long;Evase;;Close-fitting;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;20/2/2023;14/5/2023;12;125;5;FALSE;39.99;3526;1469
288;89;Skirts;Bottoms;WOVEN;79,132,84;Long;Evase;Adjustable / Rubber;;;;;Light;;Otros Estampados;;CASUAL EVENT;21/10/2024;15/12/2024;8;420;7;FALSE;39.99;11719;2827
289;89;Shirt;Tops;WOVEN;233,227,214;Standard;;;;Sleeveless;;;Light;;Sin Estampado;;FORMAL WORK;5/8/2024;29/9/2024;8;968;7;FALSE;22.99;47469;19595
290;89;Skirts;Bottoms;WOVEN;0,0,0;Midi;Evase;Adjustable / Rubber;;;;;Medium;;Sin Estampado;;FORMAL WORK;8/7/2024;10/11/2024;18;1239;11;TRUE;35.99;119422;60362
292;86;Dresses;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Short;Straight;;Low cut;Long;;;Light;;Sin Estampado;Casual Chic;TIME OFF;24/4/2023;4/6/2023;6;146;4;FALSE;45.99;8304;836
293;89;Sweater;Tops;TRICOT;49,47,72;Medium;Straight;;Perkins;Long;;;;Fine point;Sin Estampado;;TIME OFF;16/9/2024;8/12/2024;12;1198;7;FALSE;29.99;37328;21027
294;86;Dresses;Dresses, jumpsuits and Complete set;TRICOT;0,0,0;Short;Slim;;Word honor;Sleeveless;;;;Fine point;Sin Estampado;Casual Chic;CASUAL EVENT;24/4/2023;18/6/2023;8;210;7;FALSE;35.99;8307;1407
296;89;Sweater;Tops;TRICOT;225,204,175;Medium;Straight;;Close-fitting;Short;;;;Thick point;Sin Estampado;;TIME OFF;29/7/2024;25/8/2024;4;204;3;FALSE;29.99;8290;1412
299;86;Jumpsuit;Dresses, jumpsuits and Complete set;WOVEN;0,0,0;Ankle brace;Straight;;Wrap collar;Sleeveless;;;Medium;;Sin Estampado;Lady;FORMAL WORK;16/1/2023;7/5/2023;16;1191;11;TRUE;49.99;41864;18897
300;89;Coats;Outerwear;SYNTHETIC LEATHER;0,0,0;Long;Slim;;Flap;Long;;;Heavy;;Sin Estampado;Lady;CASUAL EVENT;28/10/2024;5/1/2025;10;387;7;FALSE;119.99;14359;12567
302;89;Trousers;Bottoms;WOVEN;233,227,214;Long;;Regular Waist;;;;;Light;;Sin Estampado;;FORMAL EVENT;29/7/2024;22/9/2024;8;342;7;FALSE;49.99;15590;10317
304;89;Dresses;Dresses, jumpsuits and Complete set;WOVEN;129,105,81;Long;Straight;;Shirt-style collar;Long;;;Medium;;Animal;;CASUAL WORK;21/10/2024;1/12/2024;6;217;7;FALSE;39.99;8629;667
305;88;Dresses;Dresses, jumpsuits and Complete set;WOVEN;29,80,144;Midi;Evase;;Halter;Sleeveless;;;Light;;Sin Estampado;;FORMAL EVENT;6/5/2024;14/7/2024;10;1057;7;FALSE;69.99;40064;5460
306;89;Skirts;Bottoms;JEANS;24,38,60;Crop;Straight;Low Waist;Shirt-style collar;Short;;;Medium;;Sin Estampado;;TIME OFF;23/9/2024;17/11/2024;8;187;5;FALSE;35.99;3525;2760
308;87;Tops;Tops;WOVEN;145,145,144;Standard;Oversize;;Halter;Wide Strap;;;Medium;;Sin Estampado;;CASUAL EVENT;7/8/2023;1/10/2023;8;349;5;FALSE;25.99;16525;5041
309;88;Shirt;Tops;CIRCULAR;81,77,50;Long;Straight;;Shirt-style collar;Long;;;Light;;Sin Estampado;Wow;CASUAL WORK;29/1/2024;7/4/2024;10;434;7;FALSE;25.99;23553;7674
311;86;Jeans;Bottoms;JEANS;175,198,207;Standard;Straight;Regular Waist;;;;;Medium;;Sin Estampado;;TIME OFF;13/2/2023;4/6/2023;16;791;8;FALSE;29.99;70239;37082
313;89;Jeans;Bottoms;JEANS;45,57,78;Long;Wide leg;High Waist;;;;;;;Sin Estampado;;TIME OFF;26/8/2024;17/11/2024;12;1038;11;TRUE;29.99;108482;55320
314;87;Blazers;Outerwear;WOVEN;0,0,0;;;;Tuxedo;Long;;;Medium;;Sin Estampado;Ideal;FORMAL EVENT;6/11/2023;31/12/2023;8;182;5;FALSE;89.99;7129;2071
